
Species with high confidence:

.-------------------------+---------+------------------+---------------+--------------+------------+-----------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------.
| Species                 | taxID   | Genomic-distance | Shared-hashes | Completeness | Redundancy | Bin             | Scaffolds_in_Bin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| ilus                    |         |                  |               |              |            | 15              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Paraniabella aurantiaca | 3393740 | 0.000            | 999/1000      | 0.9905       | 1.0000     | final_contigs_6 | k141_5918,k141_2745,k141_2774,k141_3288,k141_6609,k141_7958,k141_2845,k141_5441,k141_2328,k141_1729,k141_8841,k141_8136,k141_8890,k141_4821,k141_3197,k141_3200,k141_3235,k141_2584,k141_3724,k141_5040,k141_3812,k141_5067                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| Chitinimonas violaceus  | 3459088 | 0.001            | 947/1000      | 0.9048       | 1.0000     | final_contigs_9 | k141_36,k141_3897,k141_8437,k141_2625,k141_6506,k141_6514,k141_704,k141_719,k141_9157,k141_7231,k141_5255,k141_9860,k141_765,k141_7837,k141_7249,k141_6548,k141_7257,k141_815,k141_9882,k141_2016,k141_3952,k141_847,k141_5942,k141_7295,k141_7296,k141_8516,k141_312,k141_1421,k141_370,k141_7322,k141_1434,k141_3995,k141_395,k141_3295,k141_2066,k141_1507,k141_2082,k141_7383,k141_448,k141_1520,k141_7395,k141_6047,k141_461,k141_6051,k141_944,k141_2166,k141_1533,k141_8572,k141_9323,k141_4652,k141_8586,k141_518,k141_6623,k141_7514,k141_8626,k141_7563,k141_2279,k141_618,k141_6655,k141_6661,k141_7584,k141_1643,k141_8650,k141_2315,k141_1096,k141_6163,k141_4691,k141_1126,k141_6237,k141_1146,k141_9377,k141_4719,k141_6263,k141_9403,k141_6703,k141_5528,k141_1724,k141_6302,k141_8753,k141_3030,k141_6741,k141_7704,k141_3446,k141_8766,k141_5594,k141_4257,k141_6333,k141_3461,k141_1202,k141_1212,k141_3480,k141_1221,k141_8124,k141_7765,k141_5612,k141_5660,k141_8821,k141_8825,k141_5669,k141_4278,k141_8837,k141_1762,k141_6862,k141_8843,k141_8851,k141_4302,k141_8189,k141_1883,k141_2498,k141_8215,k141_9624,k141_9670,k141_1926,k141_9721,k141_3622,k141_6957,k141_3630,k141_3650,k141_9024,k141_4436,k141_4917,k141_10269,k141_9047,k141_9052,k141_8418,k141_8420,k141_4494,k141_4498,k141_5032,k141_5036,k141_10360,k141_4501,k141_7062,k141_3850,k141_3880,k141_3889,k141_5182                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Fusobacterium massilie- | 1852365 | 0.019            | 497/1000      | 1.0000       | 2.1333     | final_contigs_- | k141_1955,k141_1299,k141_1312,k141_7183,k141_671,k141_96,k141_8450,k141_1962,k141_154,k141_6510,k141_160,k141_8466,k141_209,k141_210,k141_1335,k141_8482,k141_217,k141_1368,k141_4569,k141_2701,k141_2706,k141_7263,k141_811,k141_2707,k141_5923,k141_2709,k141_9227,k141_6563,k141_284,k141_304,k141_2050,k141_5988,k141_2773,k141_874,k141_373,k141_900,k141_8550,k141_5371,k141_8553,k141_6024,k141_404,k141_4030,k141_4632,k141_941,k141_942,k141_2157,k141_2824,k141_2832,k141_4071,k141_7939,k141_961,k141_7951,k141_8575,k141_981,k141_983,k141_4657,k141_532,k141_4666,k141_6621,k141_1005,k141_1006,k141_2834,k141_3368,k141_6662,k141_5444,k141_1675,k141_1680,k141_2326,k141_1689,k141_2963,k141_3384,k141_5534,k141_8730,k141_3441,k141_3052,k141_5577,k141_8763,k141_1216,k141_3497,k141_8810,k141_1236,k141_10071,k141_6894,k141_3117,k141_8148,k141_8163,k141_4321,k141_2501,k141_3231,k141_4371,k141_9646,k141_2573,k141_1938,k141_4837,k141_1939,k141_3647,k141_4441,k141_10302,k141_4524,k141_3824                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| nse                     |         |                  |               |              |            | 10              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Lactimicrobium massili- | 2161814 | 0.003            | 897/1000      | 0.8381       | 1.0227     | final_contigs_- | k141_2622,k141_2623,k141_7175,k141_8430,k141_9746,k141_688,k141_7196,k141_7806,k141_696,k141_9136,k141_5882,k141_5886,k141_9199,k141_250,k141_293,k141_9935,k141_1419,k141_371,k141_4012,k141_1467,k141_4614,k141_4617,k141_2084,k141_4044,k141_2812,k141_2153,k141_4640,k141_2193,k141_5431,k141_5432,k141_1573,k141_530,k141_8594,k141_4655,k141_6111,k141_7986,k141_6648,k141_2281,k141_5443,k141_647,k141_1076,k141_5469,k141_8678,k141_1692,k141_1701,k141_7647,k141_4179,k141_6262,k141_6264,k141_6276,k141_4760,k141_1201,k141_2362,k141_6361,k141_3491,k141_6462,k141_4276,k141_1782,k141_8188,k141_8192,k141_2512,k141_1898,k141_8896,k141_4374,k141_1909,k141_2575,k141_10256,k141_4415,k141_6969,k141_10330,k141_10332,k141_10350,k141_4517,k141_5042,k141_5156                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| ense                    |         |                  |               |              |            | 16              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
'-------------------------+---------+------------------+---------------+--------------+------------+-----------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------'


FOCUS profile
Be cautious at species taxonomic level:
.-------------------------------+--------------------.
| Species                       | relative_abundance |
+-------------------------------+--------------------+
| Ktedonobacter_racemifer       | 12.58              |
| Corallococcus_praedator       | 10.64              |
| Gloeothece_verrucosa          | 7.98               |
| Streptomyces_coeruleoprunus   | 7.74               |
| Mycobacterium_marinum         | 6.44               |
| Pseudomonas_aeruginosa        | 6.35               |
| Paraniabella_aurantiaca       | 5.88               |
| Escherichia_coli              | 5.23               |
| Deinococcus_aetherius         | 4.85               |
| Chitinimonas_violaceus        | 4.65               |
| Haloarcula_sediminis          | 3.47               |
| Rosettibacter_firmus          | 3.34               |
| Staphylococcus_aureus         | 2.77               |
| Marinitoga_piezophila         | 2.24               |
| Helicobacter_cinaedi          | 2.23               |
| Deferribacter_thermophilus    | 2.22               |
| Helicobacter_zhangjianzhongii | 2.13               |
| Lactimicrobium_massiliense    | 1.89               |
| Fusobacterium_massiliense     | 1.84               |
| Ktedonobacter_robiniae        | 1.24               |
| Borreliella_andersonii        | 1.03               |
'-------------------------------+--------------------'
